港澳台頻道,#genre#
 纬来日本,rtmp://f13h.mine.nu/sat/tv771
 东森超视,rtmp://f13h.mine.nu/sat/tv331 MoMo综合,rtmp://f13h.mine.nu/sat/tv761
 ELEVEN体育1,rtmp://f13h.mine.nu/sat/tv731
 ELEVEN体育2,rtmp://f13h.mine.nu/sat/tv741 TVBS-Asia,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8 TVBS-Asia,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8 
TVBS新闻,http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8 
TVBS新闻,http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8 
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
 民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8 
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8 
东森美洲2,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8 
东森美洲2,http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8 
开电视,http://51.89.21.73:42947/ 
緯來體育,http://cloud.yumixiu768.com/tmp/123.m3u8 
TVBS新闻台,http://113.119.39.121:808/hls/105/index.m3u8 
中天新闻,https://s2.pub/cctv-17
 东森新闻,https://s2.pub/cctv-18 https://s2.pub/cctv-23 
台湾-台视,https://s2.pub/cctv-20
 台湾-台视,https://s2.pub/cctv-20 
台湾-民视综合台,https://s2.pub/cctv-19 
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8

凤凰卫视中文台,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.flv
凤凰卫视资讯台,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.flv
凤凰卫视资讯台,http://61.221.215.25:8800/hls/47/index.m3u8
凤凰卫视资讯台,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8
凤凰卫视中文台,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8
凤凰卫视资讯台,http://61.221.215.25:8800/hls/47/index.m3u8

凤凰卫视资讯台,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰卫视中文台,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰卫视资讯台,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
星光视界,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
J2,http://php.jdshipin.com:8880/smt.php?id=j2_twn
明珠台,http://php.jdshipin.com:8880/smt.php?id=pearl_twn
无线新闻台,http://php.jdshipin.com:8880/smt.php?id=inews_twn
VIUTV,http://php.jdshipin.com:8880/smt.php?id=viu1_twn
TVB星河,http://php.jdshipin.com:8880/smt.php?id=Xinhe
RTHK32,http://php.jdshipin.com:8880/smt.php?id=rhk32_twn
RTHK31,http://php.jdshipin.com:8880/smt.php?id=rhk31_twn
凤凰中文,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
凤凰中文,http://13457610200.8866.org:2018/live/凤凰卫视/index.m3u8
私人影院,http://13457610200.8866.org:2018/live/影视频道HD/index.m3u8
中国电影,http://13457610200.8866.org:2018/live/中国电影/index.m3u8
TVB-Plus,http://ha.jmied.com/aa/aa.m3u8?auth_key=1661958232-0-0-114df08fce17ecb21f6bf42de85e7600
凤凰中文,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8
凤凰资讯,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pin72.m3u8
凤凰香港,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.m3u8
鳳凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8
TVB功夫台,http://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
TVB星河台,http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
TVB娱乐新闻台,http://v2h.jdshipin.com/enew/enew.stream/chunklist.m3u8
凤凰资讯,http://61.221.215.25:8800/hls/47/index.m3u8
TVB亚洲武侠,http://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
https://ali.hlspull.yximgs.com/live/12344.flv
TVB星河,http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
TVB娱乐新闻台,http://v2h.jdshipin.com/enew/enew.stream/chunklist.m3u8
NHK,http://61.221.215.25:8800/hls/51/index.m3u8

凤凰卫视资讯台,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8
凤凰卫视中文台,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8
凤凰卫视资讯台,http://61.221.215.25:8800/hls/47/index.m3u8
TVB无线新闻台,http://live.cooltv.top/tv/tvb.php?id=0&hq
凤凰卫视资讯台,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰卫视中文台,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰卫视资讯台,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
无线新闻粤,http://php.jdshipin.com:8880/smt.php?id=inews_twn
无线新闻备,http://live.cooltv.top/tv/tvb.php?id=2&hq
无线华丽台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
无线Plus备,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbp
美亚电影国,http://php.jdshipin.com:8880/TVOD/iptv.php?id=meiya
无线星河备,http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
无线娱乐备,http://v2h.jdshipin.com/enew/enew.stream/chunklist.m3u8
无线功夫台,https://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
无线经典台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
重温经典台,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
经典神话台,https://ali.hlspull.yximgs.com/live/asdfg32522.flv
经典都市台,https://ali.hlspull.yximgs.com/live/asdfg32516.flv
RTHK33,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8
RTHK34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8
香港面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
耀才财经台,https://v3.mediacast.hk/webcast/bshdlive-pc/chunklist_w99771165.m3u8
TVB 无线新闻,http://php.jdshipin.com:8880/smt.php?id=inews_twn
香港凤凰频道,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701phk72.m3u8
香港凤凰频道,https://epg.pw/stream/b3ab43b2415df405226d5b25f38e51432ca7d32b5a240e0aa1f3e201d181442f.m3u8
TVB PLUS频道,http://php.jdshipin.com:8880/smt.php?id=j2_twn
TVB 星河频道,http://php.jdshipin.com:8880/smt.php?id=Xinhe
TVB 香港武侠,http://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
无线娱乐新闻,https://v2h.jdshipin.com/enew/enew.stream/chunklist.m3u8
无线星河频道,http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
香港33台高清,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8
香港34台高清,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
耀才财经频道,https://v3.mediacast.hk/webcast/bshdlive-pc/chunklist_w99771165.m3u8
澳门莲花频道,http://php.jdshipin.com:8880/amlh.php
香港面包频道,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8?$官源
4k👉修复全网,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
動物星球频道,https://epg.pw/stream/781aa20d6f614e39bb1004490cccac6cb55acbf4b944444a82473dd06a45e988.m3u8


🇹🇼台湾频道,#genre#
新唐人亚太,http://154.201.73.77:9000/live.m3u8?c=1
中天新闻,http://extraott.com:80/live/7921751389/6097373662/5553.m3u8
寰宇新闻,http://extraott.com:80/live/7921751389/6097373662/5523.m3u8
台视新闻,http://extraott.com:80/live/7921751389/6097373662/5501.m3u8
年代新闻,http://extraott.com:80/live/7921751389/6097373662/5509.m3u8
民视新闻,http://extraott.com:80/live/7921751389/6097373662/5529.m3u8
TVBS新闻,http://extraott.com:80/live/7921751389/6097373662/5499.m3u8
EYE戏剧,http://extraott.com:80/live/7921751389/6097373662/5532.m3u8
阿里郎,http://extraott.com:80/live/7921751389/6097373662/5566.m3u8
爱尔达影剧,http://extraott.com:80/live/7921751389/6097373662/5546.m3u8
台视新闻,http://extraott.com:80/live/7921751389/6097373662/473537.m3u8

八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
中华小当家,http://61.221.215.25:8800/hls/40/index.m3u8
AMC电影台,http://61.221.215.25:8800/hls/43/index.m3u8
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
探索亚洲,http://61.221.215.25:8800/hls/50/index.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
八大综合,http://61.221.215.25:8800/hls/56/index.m3u8
民视闽南台,rtmp://f13h.mine.nu/sat/tv051
中视闽南台,rtmp://f13h.mine.nu/sat/tv091
台视闽南台,rtmp://f13h.mine.nu/sat/tv071
华视闽南台,rtmp://f13h.mine.nu/sat/tv111
东森超视台,rtmp://f13h.mine.nu/sat/tv331
MoMo综合,rtmp://f13h.mine.nu/sat/tv761
纬来日本台,rtmp://f13h.mine.nu/sat/tv771
纬来育乐台,rtmp://f13h.mine.nu/sat/tv701
纬来体育台,rtmp://f13h.mine.nu/sat/tv721
ELEVEN1台,rtmp://f13h.mine.nu/sat/tv731
ELEVEN2台,rtmp://f13h.mine.nu/sat/tv741
🇹🇼弯弯综合,#genre#

八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
中华小当家,http://61.221.215.25:8800/hls/40/index.m3u8
AMC电影台,http://61.221.215.25:8800/hls/43/index.m3u8
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
探索亚洲,http://61.221.215.25:8800/hls/50/index.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
八大综合,http://61.221.215.25:8800/hls/56/index.m3u8
民视闽南台,rtmp://f13h.mine.nu/sat/tv051
中视闽南台,rtmp://f13h.mine.nu/sat/tv091
台视闽南台,rtmp://f13h.mine.nu/sat/tv071
华视闽南台,rtmp://f13h.mine.nu/sat/tv111
东森超视台,rtmp://f13h.mine.nu/sat/tv331
MoMo综合,rtmp://f13h.mine.nu/sat/tv761
纬来日本台,rtmp://f13h.mine.nu/sat/tv771
纬来育乐台,rtmp://f13h.mine.nu/sat/tv701
纬来体育台,rtmp://f13h.mine.nu/sat/tv721
ELEVEN1台,rtmp://f13h.mine.nu/sat/tv731
ELEVEN2台,rtmp://f13h.mine.nu/sat/tv741

民視第一台,http://37.27.111.214:8080/live/4/hls.m3u8
民視台灣台,http://37.27.111.214:8080/live/5/hls.m3u8
龍華電影台,http://37.27.111.214:8080/live/19/hls.m3u8
CMUSIC音樂台,http://37.27.111.214:8080/live/72/hls.m3u8
博斯運動1,http://37.27.111.214:8080/live/14/hls.m3u8
TVBS歡樂台,http://37.27.111.214:8080/live/24/hls.m3u8
博斯高球1,http://37.27.111.214:8080/live/13/hls.m3u8
TG群@S2024TW,http://37.27.111.214:8080/live/16/hls.m3u8
東森新聞,http://37.27.111.214:8080/live/20/hls.m3u8
民视第一,http://37.27.111.214:8080/live/4/hls.m3u8
亚洲旅游,http://37.27.111.214:8080/live/10/hls.m3u8
东森新闻,http://37.27.111.214:8080/live/20/hls.m3u8
三立综合,http://37.27.111.214:8080/live/31/hls.m3u8
民视台湾,http://37.27.111.214:8080/live/5/hls.m3u8
龙华日韩,http://37.27.111.214:8080/live/42/hls.m3u8
龙华戏剧,http://37.27.111.214:8080/live/41/hls.m3u8
龙华电影,http://37.27.111.214:8080/live/19/hls.m3u8
中视经典,http://37.27.111.214:8080/live/47/hls.m3u8
中视青采,http://37.27.111.214:8080/live/48/hls.m3u8
寰宇台湾,http://37.27.111.214:8080/live/63/hls.m3u8
公视戏剧,http://37.27.111.214:8080/live/87/hls.m3u8
CINEMA WORLD,http://37.27.111.214:8080/live/30/hls.m3u8
全球财经,http://37.27.111.214:8080/live/64/hls.m3u8
華視新聞,http://37.27.111.214:8080/live/8/hls.m3u8
互動英語,http://37.27.111.214:8080/live/54/hls.m3u8
Nickelodeon,http://37.27.111.214:8080/live/12/hls.m3u8
CinemaWorld,http://37.27.111.214:8080/live/30/hls.m3u8
LOVE NATURE,http://37.27.111.214:8080/live/84/hls.m3u8
ROCK ACTION,http://37.27.111.214:8080/live/94/hls.m3u8
TECH STORM,http://37.27.111.214:8080/live/80/hls.m3u8
电视剧3,http://37.27.111.214:8080/live/111/hls.m3u8
哆啦A梦,http://37.27.111.214:8080/live/107/hls.m3u8
电视剧2,http://37.27.111.214:8080/live/109/hls.m3u8
镜新闻,http://37.27.111.214:8080/live/62/hls.m3u8
BLOOMBERG,http://37.27.111.214:8080/live/34/hls.m3u8
豬哥亮,http://37.27.111.214:8080/live/35/hls.m3u8
电视剧,http://37.27.111.214:8080/live/108/hls.m3u8
探案台,http://37.27.111.214:8080/live/11/hls.m3u8
DW NEWS,http://37.27.111.214:8080/live/46/hls.m3u8
HISTORY,http://37.27.111.214:8080/live/27/hls.m3u8
hokkotv,http://37.27.111.214:8080/live/1/hls.m3u8
电影,http://37.27.111.214:8080/live/11/hls.m3u8
民视,http://37.27.111.214:8080/live/6/hls.m3u8
中视,http://37.27.111.214:8080/live/7/hls.m3u8
华视,http://37.27.111.214:8080/live/8/hls.m3u8
影迷,http://37.27.111.214:8080/live/92/hls.m3u8
中視,http://37.27.111.214:8080/live/7/hls.m3u8
超人,http://37.27.111.214:8080/live/110/hls.m3u8
综艺,http://37.27.111.214:8080/live/67/hls.m3u8
影剧,http://37.27.111.214:8080/live/88/hls.m3u8
旅游,http://37.27.111.214:8080/live/82/hls.m3u8
民視,http://37.27.111.214:8080/live/6/hls.m3u8
KOREA,http://37.27.111.214:8080/live/52/hls.m3u8
TVBS,http://37.27.111.214:8080/live/23/hls.m3u8
ROCK,http://37.27.111.214:8080/live/70/hls.m3u8
HITS,http://37.27.111.214:8080/live/28/hls.m3u8
CNBC,http://37.27.111.214:8080/live/102/hls.m3u8
momo,http://37.27.111.214:8080/live/3/hls.m3u8
LUXE,http://37.27.111.214:8080/live/86/hls.m3u8
MTV,http://37.27.111.214:8080/live/25/hls.m3u8
MCE,http://37.27.111.214:8080/live/98/hls.m3u8
VOA,http://37.27.111.214:8080/live/45/hls.m3u8
elta生活旅游,http://37.27.111.214:8080/live/85/hls.m3u8
亞洲旅遊台,http://37.27.111.214:8080/live/10/hls.m3u8
靖洋戲劇台,http://37.27.111.214:8080/live/17/hls.m3u8
靖天電影台,http://37.27.111.214:8080/live/18/hls.m3u8
寰宇财经,http://37.27.111.214:8080/live/65/hls.m3u8
智林体育,http://37.27.111.214:8080/live/77/hls.m3u8
東森購物,http://37.27.111.214:8080/live/66/hls.m3u8
人间卫视,http://37.27.111.214:8080/live/101/hls.m3u8
八大綜合,http://37.27.111.214:8080/live/21/hls.m3u8
幸福空間,http://37.27.111.214:8080/live/26/hls.m3u8
東森購物,http://37.27.111.214:8080/live/61/hls.m3u8
博斯無限,http://37.27.111.214:8080/live/15/hls.m3u8
LIFE TIME,http://37.27.111.214:8080/live/71/hls.m3u8
動畫台,http://37.27.111.214:8080/live/57/hls.m3u8
新唐人,http://37.27.111.214:8080/live/51/hls.m3u8
TV5 MONDE,http://37.27.111.214:8080/live/9/hls.m3u8
PET CLUB,http://37.27.111.214:8080/live/81/hls.m3u8
FESTIVAL,http://37.27.111.214:8080/live/83/hls.m3u8
动漫2,http://37.27.111.214:8080/live/106/hls.m3u8
HakkaTV,http://37.27.111.214:8080/live/1/hls.m3u8
动漫,http://37.27.111.214:8080/live/105/hls.m3u8
nickjr,http://37.27.111.214:8080/live/22/hls.m3u8
CNBC,http://37.27.111.214:8080/live/102/hls.m3u8
居家,http://37.27.111.214:8080/live/26/hls.m3u8
GOOD2,http://37.27.111.214:8080/live/99/hls.m3u8
TiTV,http://37.27.111.214:8080/live/2/hls.m3u8
BBC,https://bbceu-doctorwho-3-fr.rakuten.wurl.tv/playlist.m3u8
BBC,https://bbceu-doctorwho-3-fr.rakuten.wurl.tv/playlist.m3u8














