💝🇨🇳 iptv福建移动频道,#genre#
福建教育,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227202/index.m3u8?rrsip=ott.fj.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10000127420524%2C183.251.240.57%2C20240312173313%2Cfmgott_1000010000000000000990026%2C10001026346178%2C-1%2C0%2C1%2C-1%2C%2C2%2C100001%2C%2C%2C2%2C%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAE2OwQ6CMBBE_6bHpkVROPSEMTEx1QT0aha6rYRCsQUS_14gHDxtZvPeZAYPFV5OgnFkgDzlHJJ9EqdJrNPywLjGI9c7pUjAj3QiIhVYW3dGOrVozzx7cR7RmNFoOREplsKzBSPYysqxLdFvYRZz9FNdoVBB0wkCBWM8Ghhq19G7he_D2w0hWGzjutFaMiyhgNDMD_KGkLm2B4_q6szKCQ02IOmhasCghBb_vJtX84gfZh7Bwu0AAAA
厦门卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221226781/index.m3u8?rrsip=ott.fj.chinamobile.com&zoneoffset=0&servicetype=2&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10000127420524%2C183.251.240.57%2C20240312173316%2Cysten2_10000100000000050000000000996929%2C10001026346178%2C-1%2C0%2C1%2C-1%2C%2C7%2C100001%2C%2C%2C4%2C%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAE2OywqDMBBF_ybLoPG9yMpSKBRb0HZbxmRMxWhsokL_viouuhrucM7lThYEXk4cUi_KZBN4GCRhEGc18yOWhHWSxmkgwoQ4_BSGMyJA63ZQhZGb9izzl-8zGnmUbYeRais8a1Dc29li7mu0R1jFEu3SCuTSNXQBR0Epiwqm1gz0ruH7sPpACFbHuGHWmkxbqMB164O8weWmH8GivBq1c7wB7ZCMIDpQWECPf97NynXED4ER4BTtAAAA
北京卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227246/index.m3u8?rrsip=ott.fj.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10000127420524%2C183.251.240.57%2C20240312173319%2Cfmgott_1000010000000000000990066%2C10001026346178%2C-1%2C0%2C1%2C-1%2C%2C2%2C100001%2C%2C%2C2%2C%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAE2OwQ6CMBBE_6bHBgrEeuhJY2Ji0AT0apbtUgmFYgsk_r1gOHjazOa9yYwekM5HtYvjLENMasIqrSMppaA9yoQ0iVRixQK9c6cEQ7C26U3u9Ko9isMzjgXPIi7WI1i5Fp4sGBX92HzqKvJbWMSC_NwgKR1qPkPgYIwnA2Pjen6z8Ll7uyGMym1cP1nLxjWUENrlwV4QDq4bwJO-OPPjVA02EBsAWzCUQ0d_3tXrZcQXwQDfQu0AAAA
天津卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227205/index.m3u8?rrsip=ott.fj.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10000127420524%2C183.251.240.57%2C20240312173322%2Cfmgott_1000010000000000000990063%2C10001026346178%2C-1%2C0%2C1%2C-1%2C%2C2%2C100001%2C%2C%2C2%2C%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAE2OwQ6CMBBE_6bHpiCgHnrSmJgYNAG9moEulVAotkDi3wuGg6fNbN6bzOBQ0vkoo_02iSkJsItFtBMbCFUEaqOiRFBV7ME8vVMrQ1bCmLrTqVWL9sgOzyAIeSx4uJyQ5UvhyUBL8WPTsS3IrWEWM3JTXZJUvuITPIfWjjSG2nb8ZvC5O7MijPJ1XDcaw4Yl5PDN_GAv-INtezhSF6t_nKxgPLEeZQNNKVr6865OzSO-F3_Z9O0AAAA
河北卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227063/index.m3u8?rrsip=ott.fj.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10000127420524%2C183.251.240.57%2C20240312173324%2Cfmgott_1000010000000000000990004%2C10001026346178%2C-1%2C0%2C1%2C-1%2C%2C2%2C100001%2C%2C%2C2%2C%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAE2OwQ6CMBBE_6bHBipaeuhJY2Ji0AT0apZ2qYRCsQUS_14gHDxtZvPeZAYPCi8nmfBE6IiLsjywRIkyTUFw4GIXY5TyipGAn8xJRhRYW3cmc3rRnvnxFceM7iPKlsNIsRSeLRgZrWw2tiX6Lcxijn6qFUodKjpBoGCMRwND7Tp6t_B9eLshBIttXDdaS4YlFBCa-UHeEI6u7cGjvjqzcrICG5D0oBowmEGLf97N63nED04fAyTtAAAA
山西卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227258/index.m3u8?rrsip=ott.fj.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10000127420524%2C183.251.240.57%2C20240312173326%2Cfmgott_1000010000000000000990072%2C10001026346178%2C-1%2C0%2C1%2C-1%2C%2C2%2C100001%2C%2C%2C2%2C%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAE2OwQ6CMBBE_6bHBlZAOfSkMTExaAJ6NUu7VEKh2AKJfy8QDp42s3lvMoNDSZeTSHYK9kkEQZwmUSkPqapCCVUJO4hVFCHz9MmsACbRmLrTmVWL9syPrzAEHgcclgOsWArPBrUIVjYb25LcFmYxJzfVkoTyFZ_Qc9Takcahth2_G_w-nNkQRsU2rhuNYcMSCvTN_GBv9Efb9uhIXa1eOVGh8cR6lA1qyrClP-_m1DziB_6v-WLtAAAA
内蒙古卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227244/index.m3u8?rrsip=ott.fj.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10000127420524%2C183.251.240.57%2C20240312173329%2Cfmgott_1000010000000000000990074%2C10001026346178%2C-1%2C0%2C1%2C-1%2C%2C2%2C100001%2C%2C%2C2%2C%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAE2OwQrCMBBE_ybH0Mao9ZCTIghSBatXmSbbWEwbTWrBv7ctPXhaZnlvmC5A02Gn1lRl64XYrBaZlqWosJSQmSRKS5nBJCzSO_dKMA3n6tbm3oza7bK9p6ngy4SL8QhWjIV7B6uSic0_TUlhDoN4odDXmpSJFe8ROawNZNHVvuVnh-81uBlhVMzj2o9zrBtDgfgcHuyBuPXNC4HM0duJUxVcJPaCfsJSjob-vFMww4gfM6dtCO0AAAA
辽宁卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227141/index.m3u8?rrsip=ott.fj.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10000127420524%2C183.251.240.57%2C20240312173331%2Cfmgott_1000010000000000000990008%2C10001026346178%2C-1%2C0%2C1%2C-1%2C%2C2%2C100001%2C%2C%2C2%2C%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAE2OUQuCMBSF_80eh43EfNiTEQRhQdZrHLe7JU5nmwX9-1R86OlyLt93OGOAouNe5kg0iFCnxmwh8p1OgS3VaUYiV5lhkV6ll4IpONf0tvR61u7X4rHZCJ4mXMxHsGouPDhYmSxs-e5qCmuYxCuFT6NI6mj4B5HD2kAWY-N7fnH43oJbEUbVOq5_O8fGOVSI7fRgT8TCdwMC6ZO3CycNXCQ2QLWwVKKjP-8c9DTiB6NmyXXtAAAA
吉林卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227099/index.m3u8?rrsip=ott.fj.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10000127420524%2C183.251.240.57%2C20240312173333%2Cfmgott_1000010000000000000990053%2C10001026346178%2C-1%2C0%2C1%2C-1%2C%2C2%2C100001%2C%2C%2C2%2C%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAE2OwQ6CMBBE_6bHBoqCPfSkMTExaAJ6NUu7VEKh2AKJfy8lHDxtZvPeZEYHEi8nkXKWqiTNOCa4wzTimCFnLEsONWcRVMTjJ7eCEQnGNL3OrQraszi-4pjRfURZOIyUofBsQItoZfOpq9BtYRELdHMjUShf0xk8Ba0dahgb29O7ge_DmQ0hWG7j-skYMoZQgm-XB3mDP9puAIfqavXKiRqMRzKAbEFjDh3-eTenlhE_AwOupe0AAAA
黑龙江卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227197/index.m3u8?rrsip=ott.fj.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10000127420524%2C183.251.240.57%2C20240312173336%2Cfmgott_1000010000000000000990061%2C10001026346178%2C-1%2C0%2C1%2C-1%2C%2C2%2C100001%2C%2C%2C2%2C%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAE2OywqDMBBF_ybLoNE-XGRlKRSKLWi7LeNkTMVobKJC_74qLroa7nDO5Q4OkC4nGeIRyzhJogSrOEoUKCojgRgfYF-GFTFPn8xKwRCMqTudWbVozzx9haHgu4CL5QhWLIVnA1oGK5uNbUluC7OYk5tqJKl8xSfwHLR2pGGobcfvBr4PZzaEUbGN60Zj2LCEAnwzP9gbfGrbHhypq9UrJyswnlgP2ICmDFr6825OzSN-hImqse0AAAA
东方卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227059/index.m3u8?rrsip=ott.fj.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10000127420524%2C183.251.240.57%2C20240312173338%2Cfmgott_1000010000000000000990002%2C10001026346178%2C-1%2C0%2C1%2C-1%2C%2C2%2C100001%2C%2C%2C2%2C%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAE2OUQuCMBSF_80ex7YS8WFPRhCEBVmvcXTXJU5XmwX9-1R86OlyLt93OGNATYedlhmoylKRJCS2mZSZSDcJRAraSlJGskivwmvFajjXDrbwZtZul_wupeKJ4Go-ipVz4d7BarGwxbuvKKxhEi8UPm1N2sSGfxA5rA1kMbZ-4GeH7zW4FWFUruOGt3NsnEOJ2E0P9kDMff9EIHP0duF0AxeJPVF3sFSgpz_vFMw04geYr3Ei7QAAAA
江苏卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227160/index.m3u8?rrsip=ott.fj.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10000127420524%2C183.251.240.57%2C20240312173341%2Cfmgott_1000010000000000000990003%2C10001026346178%2C-1%2C0%2C1%2C-1%2C%2C2%2C100001%2C%2C%2C2%2C%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAE2OywqDMBBF_ybLoEN8dJGVpVAotqDttozJmIrR2MQW-vfV4qKr4Q7nXO7sUdFxL3MRpZmCXQbQCp0TijQmAMhEskti0bBAz9JJYAqt7UZTOr1qt6q4xzHwJOKwHmD1WniwaGT0Y8vX0JDfwiJW5N-dIqlDy98YOBrjyeDcuZFfLH6u3m4Io3obN76sZfMaagz98mAPDIUbJvSkT878ONmiDcQmVD0aKnGgP-_s9TLiC7yHc2vtAAAA
浙江卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227193/index.m3u8?rrsip=ott.fj.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10000127420524%2C183.251.240.57%2C20240312173345%2Cfmgott_1000010000000000000990057%2C10001026346178%2C-1%2C0%2C1%2C-1%2C%2C2%2C100001%2C%2C%2C2%2C%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAE2OwQqDMBBE_ybHoLFSPeRkKRRKWtD2WtZkk4rR2ESF_n1VPPS0zPLeMKMHiZcTj6DW6bFOMpZHB51KyFiWxzJhStUaE0UCfoTjjEiwtumNcGrVnmXximNG04iy9TBSrYVnC4ZHGyumrka_h0Us0c-NRK6CpjMECsZ4NDA2rqd3C9-HtztCsNrH9ZO1ZFxDBaFdHuQNoXDdAB7V1ZmN4xpsQDKAbMGggA7_vJtXy4gfCaAp_O0AAAA
安徽卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227178/index.m3u8?rrsip=ott.fj.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10000127420524%2C183.251.240.57%2C20240312173349%2Cfmgott_1000010000000000000990006%2C10001026346178%2C-1%2C0%2C1%2C-1%2C%2C2%2C100001%2C%2C%2C2%2C%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAE2OywqDMBBF_ybLoNH4WGTVUigUW9B2W6bJmIrR2ESF_n1VXHQ13OGcyx0dSDwfRZghC3kuawyiWEKcpVGMkQp4kia55DHx-CmsYESCMU2vC6tW7VEenmHIKA8oWw8j1Vp4MqBFsLHF1L3Q7WERS3RzI1EoX9MZPAWtHWoYG9vTm4Hv3ZkdIVjt4_rJGDKuoQLfLg_yBn-w3QAO1cXqjRM1GI9kANmCxgI6_POuTi0jfmldCVXtAAAA
江西卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227209/index.m3u8?rrsip=ott.fj.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10000127420524%2C183.251.240.57%2C20240312173351%2Cfmgott_1000010000000000000990064%2C10001026346178%2C-1%2C0%2C1%2C-1%2C%2C2%2C100001%2C%2C%2C2%2C%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAE2OwQrCMBBE_ybHUFOT6CGniiBIFaxeZZNsYjFtNKmCf28rPXhaZnlvmCGBwd1GiUJq7TgKIcWSS6nLNUgnipLx1UozTjI-66gYMRBC2_s62km7nKrrYsEoLyibDiPNVLgN4FXxY-tXpzHNYRRPmN6tQWWzo2_IFLxP6GFoY0-PAT7nFGaEYDOP618hkGEKDeT7-CA3yFXsHpDQ7qP_ccpByEgeYO7gsYYO_7xDsuOIL-hO2KvtAAAA
山东卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227236/index.m3u8?rrsip=ott.fj.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10000127420524%2C183.251.240.57%2C20240312173353%2Cfmgott_1000010000000000000990058%2C10001026346178%2C-1%2C0%2C1%2C-1%2C%2C2%2C100001%2C%2C%2C2%2C%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAE2OwQ6CMBBE_6bHBiqgHHrSmJgYNBG9mqFdKqFQbNHEvxcMB0-b2bw3mdFD0WEn8yzRSpDYZKJONJIKVR6lKk9XWOc1CRboWTgpmIK1TW8Kp2ftdtne41jwNOJiPoKVc-HewsjoxxavriK_hEm8kH83iqQONX8jcBjjyWBsXM_PFp-rtwvCqFzG9S9r2TiHEqGdHuyBsHXdAE_66MyPkzVsIDZAtTBUoKM_7-T1NOILmTJqYO0AAAA
河南卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227095/index.m3u8?rrsip=ott.fj.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10000127420524%2C183.251.240.57%2C20240312173356%2Cfmgott_1000010000000000000990051%2C10001026346178%2C-1%2C0%2C1%2C-1%2C%2C2%2C100001%2C%2C%2C2%2C%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAE2OwQ6CMBBE_6bHplRBe-hJY2Ji0AT0atbuWomFYgsk_r1AOHjazOa9yXQBDB33OhUmBUFCEao1qs0WV2uVEWYoQSUiYZE-udeSGXCuamzucdJuxe6eJJKngsvpSFZOhQcHVouZzfv6QWEJo1hQGCpDGuOTDxA5WBvIQlf5hl8cfK_BLQijchnX9M6xbgolxPf4YC-IO1-3EAhP3s6cfoKLxFowb7CUQ01_3jngOOIH1cotsO0AAAA
湖北卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227111/index.m3u8?rrsip=ott.fj.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10000127420524%2C183.251.240.57%2C20240312173358%2Cfmgott_1000010000000000000990059%2C10001026346178%2C-1%2C0%2C1%2C-1%2C%2C2%2C100001%2C%2C%2C2%2C%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAE2OwQqDMBBE_ybHoDGxeMippVAoaUHba1nNmorR2ESF_n1VPPS0zPLeMKOHCi8nWSZCJAcQmicZ57EuWYpJyusyikUW8YwE_CgnGanA2qY3yulVe-bHVxwzKiLK1sNIsRaeLRgZbayauhL9HhYxRz83FUodajpDoGCMRwNj43p6t_B9eLsjBIt9XD9ZS8Y1FBDa5UHeEI6uG8CjvjqzcbIGG5AMULVgUEGHf97N62XED44gaGTtAAAA
湖南卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227232/index.m3u8?rrsip=ott.fj.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10000127420524%2C183.251.240.57%2C20240312173400%2Cfmgott_1000010000000000000990056%2C10001026346178%2C-1%2C0%2C1%2C-1%2C%2C2%2C100001%2C%2C%2C2%2C%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAE2OwQrCMBBE_ybH0Ebb6iEnRRCkCq1eZZpsYjFtNKmCf28rPXhaZnlvmCFA0X4rmyIRUOs8z4xeihQwRWMWZLRaKaxUziI9Sy8FU3Cu7W3p9aRdqs01TQXPEi6mI1g9Fe4crEx-bPnqGgpzGMWKwrtVJHU0_I3IYW0gi6H1PT85fM7BzQijeh7Xv5xjwxRqxPv4YDfEje8eCKQP3v44aeAisQfUHZZKdPTnHYMeR3wBJgt42-0AAAA
广东卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227164/index.m3u8?rrsip=ott.fj.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10000127420524%2C183.251.240.57%2C20240312173402%2Cfmgott_1000010000000000000990005%2C10001026346178%2C-1%2C0%2C1%2C-1%2C%2C2%2C100001%2C%2C%2C2%2C%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAE2OwQ6CMBBE_6bHBlYUOPSEMTExaAJ6NWu7VEKh2AKJfy8QDp42s3lvMoNDSeejiFWKCVIVAFAUQ5LuIDlEKiIIpZRKMU-f3ApgEo2pO51btWiPInuGIfB9wGE5wMql8GRQi2Bl87F9kdvCLBbkplqSUL7iE3qOWjvSONS24zeD37szG8Ko3MZ1ozFsWEKJvpkf7I0-s22PjtTF6pUTFRpPrEfZoKYcW_rzrk7NI37srwC57QAAAA
广西卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227250/index.m3u8?rrsip=ott.fj.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10000127420524%2C183.251.240.57%2C20240312173404%2Cfmgott_1000010000000000000990067%2C10001026346178%2C-1%2C0%2C1%2C-1%2C%2C2%2C100001%2C%2C%2C2%2C%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAE2OywqDMBBF_ybLYHzhJitLoVDSgrbbMiaTVIzGJir076vioqvhDudc7uRB4uXEZSEbliUJpFqlLMqLJsm1KhKdsixqVEoCfoTjMZFgbTsY4dSmPavyxVhMs4jG24lJvRWeLRge7ayY-wb9EVaxQr-0ErkKmi4QKBjj0cDUuoHeLXwf3h4IwfoYN8zWkmkLNYRufZA3hNL1I3hUV2d2jmuwAckIsgODAnr8825erSN-vXdSX-0AAAA
海南卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227216/index.m3u8?rrsip=ott.fj.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10000127420524%2C183.251.240.57%2C20240312173407%2Cfmgott_1000010000000000000990052%2C10001026346178%2C-1%2C0%2C1%2C-1%2C%2C2%2C100001%2C%2C%2C2%2C%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAE2OwQ6CMBBE_6bHBqqoHHrCmJgYNAG9mqFdKrFQbYHEvxcMB0-b2bw3md5D0XEv1QYrkNgoRPV6pZJ0F28rtSWd1gSt1yzQO3dSMAVrm87kTs_arcjucSx4EnExH8HKufBgYWT0Y_OhrcgvYRIL8mOjSOpQ8xGBwxhPBn3jOn6x-Fy9XRBG5TKuG6xl_RxKhOf0YA-EzLUveNInZ36crGEDsRfUE4ZytPTnnb2eRnwBs3CZIe0AAAA
重庆卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227240/index.m3u8?rrsip=ott.fj.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10000127420524%2C183.251.240.57%2C20240312173409%2Cfmgott_1000010000000000000990065%2C10001026346178%2C-1%2C0%2C1%2C-1%2C%2C2%2C100001%2C%2C%2C2%2C%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAE2OwQ6CMBBE_6bHhhaLeOgJY2Jiqgno1SztUgmFYosm_r1gOHjazOa9yUwBNB73Mm1MZmrBuMi2m7w2eZbvUqFRiGTHgDES8am85ESDc-1glTeLdiuLO2OcioTy5XBSLYUHB1YmP1a9-hrDGmaxxPBuNUoTG_qGSMHagBam1g_04uBzDW5FCFbruOHlHJmWUEHs5gd5QCx8P0JAc_L2x8kGXEQygu7AooIe_7xzMPOIL3oRh3ntAAAA
四川卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227182/index.m3u8?rrsip=ott.fj.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10000127420524%2C183.251.240.57%2C20240312180226%2Cfmgott_1000010000000000000990007%2C10001026346178%2C-1%2C0%2C1%2C-1%2C%2C2%2C100001%2C%2C%2C2%2C%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAE2OywqDMBBF_ybLoPGBLrKyFArFFrTdlkkypmI0NlGhf18VF10NdzjncicHEi8n3kgVM5FkIJs8jrJQhJHAJA3yNM2RCSQeP6XljEgwph10adWmPaviFYaMJgFl22Gk3grPBjQPdrace4HuCKtYoVtaiVz5hi7gKWjtUMPU2oHeDXwfzhwIwfoYN8zGkGkLNfhufZA3-ML2IzhUV6t3jjdgPJIRZAcaS-jxz7s5tY74ARs8tLrtAAAA
贵州卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227201/index.m3u8?rrsip=ott.fj.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10000127420524%2C183.251.240.57%2C20240312180230%2Cfmgott_1000010000000000000990062%2C10001026346178%2C-1%2C0%2C1%2C-1%2C%2C2%2C100001%2C%2C%2C2%2C%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAE2OwQrCMBBE_ybH0MYmeslJEQSpgtWrjMk2lqaNJlXw722lB0_LLO8NM0QY2m00aqkWS2NWRWaLIhM3KRUscllIJZWSLNGzDFowA--b3pXBTtrltL7mueAy42I6glVT4dbD6ezHlq_uRnEOo3ii-G4MaZtq_kbicC6Sw9CEnh89PufoZ4RRNY_rX96zYQoVUjs-2B1pHboHItl9cD9O1_CJ2AOmhaMSHf15h2jHEV_-q0pk7QAAAA
云南卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227181/index.m3u8?rrsip=ott.fj.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10000127420524%2C183.251.240.57%2C20240312180233%2Cfmgott_1000010000000000000990050%2C10001026346178%2C-1%2C0%2C1%2C-1%2C%2C2%2C100001%2C%2C%2C2%2C%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAE2OwQrCMBBE_ybH0CZW6yEnRRCkClavMk3WWEwbTdqCf28rPXhaZnlvmC5A036rZJ6blcwo0alcLIEKMhdVJjIByqVZs0jvwivBNJyrW1t4M2nX8-aWpoJnCRfTEaycCncOViU_tuibisIcRvFMYag1KRPvfEDksDaQRVf7lp8cPpfgZoRROY9re-dYN4US8Tk-2ANx45sXApmDtz9O3eEisRf0E5YKNPTnHYMZR3wBhV_W5u0AAAA
西藏卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227217/index.m3u8?rrsip=ott.fj.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10000127420524%2C183.251.240.57%2C20240312180239%2Cfmgott_1000010000000000000990076%2C10001026346178%2C-1%2C0%2C1%2C-1%2C%2C2%2C100001%2C%2C%2C2%2C%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAE2OwQqDMBBE_ybHYKxaPeRkKRRKWtD2WjZmTcVobKJC_74qHnpaZnlvmNFBhZcTD-IYWcqCY4qHqAYp00xGTLIMZIpJoojHj7A8JBUY0_RaWLVqzyJ_MRbSOKDhekJSroVnA5oHGyumTqLbwyIW6OamQq58TWfwFLR2qGFsbE_vBr4PZ3aEYLmP6ydjyLiGEny7PMgbfG67ARyqq9Ubx2swHskAVQsaBXT4592cWkb8AEq0pvTtAAAA
陕西卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227221/index.m3u8?rrsip=ott.fj.chinamobile.com&zoneoffset=0&servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%2C10000127420524%2C183.251.240.57%2C20240312180242%2Cfmgott_1000010000000000000990068%2C10001026346178%2C-1%2C0%2C1%2C-1%2C%2C2%2C100001%2C%2C%2C2%2C%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAE2OywqDMBBF_ybLEOMDXWTVUiiUtKDttkyTMRWjsYkK_fuquOhquMM5lzt6UHg-igyw0InK64yxJM4ZqCxK86jImMqTmDMS8COd4ESBtU1vpNOr9igPzyjiNGWUr4eTai08WTCCbaycuhf6PSxiiX5uFAodajpDoGCMRwNj43p6s_C9e7sjBKt9XD9ZS8Y1VBDa5UHeEA6uG8CjvjizcaIGG5AMoFowKKHDP-_q9TLiB8PEFOLtAAAA
