中超粤评,#genre#
深圳东部电信,http://125.89.163.44:8888/udp/239.77.1.224:5146
深圳众创电信,http://125.89.163.44:8888/udp/239.77.1.247:5146
深圳移动电视,http://125.89.163.44:8888/udp/239.77.1.175:5146
深圳购物电信,http://125.89.163.44:8888/udp/239.77.1.87:5146
韶关新闻电信,http://125.89.163.44:8888/udp/239.77.0.117:5146
韶关生活电信,http://125.89.163.44:8888/udp/239.77.0.119:5146
湛江新闻电信,http://125.89.163.44:8888/udp/239.77.0.141:5146
湛江公共电信,http://125.89.163.44:8888/udp/239.77.0.140:5146
揭阳综合电信,http://125.89.163.44:8888/udp/239.77.0.229:5146
揭阳生活电信,http://125.89.163.44:8888/udp/239.77.0.251:5146
汕尾新闻电信,http://125.89.163.44:8888/udp/239.77.0.25:5146
汕尾文化电信,http://125.89.163.44:8888/udp/239.77.0.187:5146
江门综合电信,http://125.89.163.44:8888/udp/239.77.0.201:5146
江门侨乡电信,http://125.89.163.44:8888/udp/239.77.0.202:5146
江门教育电信,http://125.89.163.44:8888/udp/239.77.0.203:5146
HZTV-壹电信,http://125.89.163.44:8888/udp/239.77.1.232:5146
HZTV-贰电信,http://125.89.163.44:8888/udp/239.77.1.233:5146
珠海_壹_电信,http://125.89.163.44:8888/udp/239.77.0.155:5146
珠海_贰_电信,http://125.89.163.44:8888/udp/239.77.0.154:5146
肇庆综合电信,http://125.89.163.44:8888/udp/239.253.43.1:5146
肇庆生活电信,http://125.89.163.44:8888/udp/239.253.43.2:5146
河源综合电信,http://125.89.163.44:8888/udp/239.253.43.213:5146
河源公共电信,http://125.89.163.44:8888/udp/239.253.43.214:5146
清远新闻电信,http://125.89.163.44:8888/udp/239.253.43.33:5146
清远文旅电信,http://125.89.163.44:8888/udp/239.253.43.34:5146
云浮综合电信,http://125.89.163.44:8888/udp/239.77.0.253:5146
云浮文旅电信,http://125.89.163.44:8888/udp/239.77.0.254:5146
茂名综合电信,http://125.89.163.44:8888/udp/239.77.0.206:5146
茂名公共电信,http://125.89.163.44:8888/udp/239.77.0.207:5146
汕头综合电信,http://125.89.163.44:8888/udp/239.77.1.130:5146
汕头经济电信,http://125.89.163.44:8888/udp/239.77.1.131:5146
汕头文旅电信,http://125.89.163.44:8888/udp/239.77.1.132:5146
佛山公共电信,http://125.89.163.44:8888/udp/239.253.43.53:5146
佛山南海电信,http://125.89.163.44:8888/udp/239.253.43.54:5146
佛山顺德电信,http://125.89.163.44:8888/udp/239.253.43.55:5146
佛山影视电信,http://125.89.163.44:8888/udp/239.253.43.56:5146
佛山综合电信,http://125.89.163.44:8888/udp/239.253.43.57:5146
东莞新闻电信,http://125.89.163.44:8888/udp/239.253.43.104:5146
东莞资讯电信,http://125.89.163.44:8888/udp/239.253.43.105:5146
中山综合电信,http://125.89.163.44:8888/udp/239.253.43.62:5146
香山文化电信,http://125.89.163.44:8888/udp/239.253.43.63:5146
中山教育电信,http://125.89.163.44:8888/udp/239.253.43.64:5146
徐闻综合电信,http://125.89.163.44:8888/udp/239.253.43.112:5146
南国都市频道,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
番禺电视频道,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
河源综合频道,https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
大时代粤,#genre#
大时代粤壹01,https://cdn9.ryplay9.com/20240922/8086_54dac94c/index.m3u8
大时代粤壹02,https://cdn9.ryplay9.com/20240922/8087_9e2d8c07/index.m3u8
大时代粤壹03,https://cdn9.ryplay9.com/20240922/8088_5a0040a6/index.m3u8
大时代粤壹04,https://cdn9.ryplay9.com/20240922/8089_e5af76e7/index.m3u8
大时代粤壹05,https://cdn9.ryplay9.com/20240922/8090_4bf81aa2/index.m3u8
大时代粤壹06,https://cdn9.ryplay9.com/20240922/8091_fb74548b/index.m3u8
大时代粤壹07,https://cdn9.ryplay9.com/20240922/8092_b9278e21/index.m3u8
大时代粤壹08,https://cdn9.ryplay9.com/20240922/8093_b9e94fc9/index.m3u8
大时代粤壹09,https://cdn9.ryplay9.com/20240922/8098_7b47f24c/index.m3u8
大时代粤壹10,https://cdn9.ryplay9.com/20240922/8099_ea74d165/index.m3u8
大时代粤壹11,https://cdn9.ryplay9.com/20240922/8107_297ce739/index.m3u8
大时代粤壹12,https://cdn9.ryplay9.com/20240922/8116_fdaa4ccb/index.m3u8
大时代粤壹13,https://cdn9.ryplay9.com/20240922/8123_14171de0/index.m3u8
大时代粤壹14,https://cdn9.ryplay9.com/20240922/8132_77b87a9e/index.m3u8
大时代粤壹15,https://cdn9.ryplay9.com/20240922/8133_5dff29ed/index.m3u8
大时代粤壹16,https://cdn9.ryplay9.com/20240922/8141_358346c4/index.m3u8
大时代粤壹17,https://cdn9.ryplay9.com/20240922/8150_80b468f6/index.m3u8
大时代粤壹18,https://cdn9.ryplay9.com/20240922/8159_a687f6db/index.m3u8
大时代粤壹19,https://cdn9.ryplay9.com/20240922/8160_7b5d29a4/index.m3u8
大时代粤壹20,https://cdn9.ryplay9.com/20240922/8170_a6c4f5ef/index.m3u8
大时代粤壹21,https://cdn9.ryplay9.com/20240922/8178_6e208990/index.m3u8
大时代粤壹22,https://cdn9.ryplay9.com/20240922/8186_1abe096d/index.m3u8
大时代粤壹23,https://cdn9.ryplay9.com/20240922/8187_cfc9c7bf/index.m3u8
大时代粤壹24,https://cdn9.ryplay9.com/20240922/8196_15989709/index.m3u8
大时代粤壹25,https://cdn9.ryplay9.com/20240922/8205_e13e5ab1/index.m3u8
大时代粤壹26,https://cdn9.ryplay9.com/20240922/8213_5cce595f/index.m3u8
大时代粤壹27,https://cdn9.ryplay9.com/20240922/8214_a781c5eb/index.m3u8
大时代粤壹28,https://cdn9.ryplay9.com/20240922/8224_75531b09/index.m3u8
大时代粤壹29,https://cdn9.ryplay9.com/20240922/8231_27e46da1/index.m3u8
大时代粤壹30,https://cdn9.ryplay9.com/20240922/8242_1203dfd8/index.m3u8
大时代粤壹31,https://cdn9.ryplay9.com/20240922/8243_66358eca/index.m3u8
大时代粤壹32,https://cdn9.ryplay9.com/20240922/8252_0f8024a3/index.m3u8
大时代粤壹33,https://cdn9.ryplay9.com/20240922/8260_4d923cba/index.m3u8
大时代粤壹34,https://cdn9.ryplay9.com/20240922/8261_aa8ad48b/index.m3u8
大时代粤壹35,https://cdn9.ryplay9.com/20240922/8270_0f758e3c/index.m3u8
大时代粤壹36,https://cdn9.ryplay9.com/20240922/8279_28aa4d45/index.m3u8
大时代粤壹37,https://cdn9.ryplay9.com/20240922/8278_d6a1bfbf/index.m3u8
大时代粤壹38,https://cdn9.ryplay9.com/20240922/8277_fa7597cd/index.m3u8
大时代粤壹39,https://cdn9.ryplay9.com/20240922/8276_546fa6ff/index.m3u8
大时代粤壹40,https://cdn9.ryplay9.com/20240922/8275_977c5d78/index.m3u8
流星花园,#genre#
流星花园壹01,https://v.cdnlz20.com/20241121/20985_9d08aaaf/index.m3u8
流星花园壹02,https://v.cdnlz20.com/20241121/20987_7f22ee90/index.m3u8
流星花园壹03,https://v.cdnlz20.com/20241121/20988_2cecc2ac/index.m3u8
流星花园壹04,https://v.cdnlz20.com/20241121/20989_f6634720/index.m3u8
流星花园壹05,https://v.cdnlz20.com/20241121/20991_a71e4985/index.m3u8
流星花园壹06,https://v.cdnlz20.com/20241121/20990_2a3e215a/index.m3u8
流星花园壹07,https://v.cdnlz20.com/20241121/20992_dbff4dcb/index.m3u8
流星花园壹08,https://v.cdnlz20.com/20241121/20993_9ea687dd/index.m3u8
流星花园壹09,https://v.cdnlz20.com/20241121/20994_579bd790/index.m3u8
流星花园壹10,https://v.cdnlz20.com/20241121/20995_dcb4d2ea/index.m3u8
流星花园壹11,https://v.cdnlz20.com/20241121/20996_d3474158/index.m3u8
流星花园壹12,https://v.cdnlz20.com/20241121/20997_722b7258/index.m3u8
流星花园壹13,https://v.cdnlz20.com/20241121/20998_b51ec43b/index.m3u8
流星花园壹14,https://v.cdnlz20.com/20241121/21000_9df7d1fd/index.m3u8
流星花园壹15,https://v.cdnlz20.com/20241121/20999_2052bc1a/index.m3u8
流星花园壹16,https://v.cdnlz20.com/20241121/21001_7ffc3ef8/index.m3u8
流星花园壹17,https://v.cdnlz20.com/20241121/21002_c487117a/index.m3u8
流星花园壹18,https://v.cdnlz20.com/20241121/21004_f0d557fb/index.m3u8
流星花园壹19,https://v.cdnlz20.com/20241121/21003_e083417f/index.m3u8
流星花园壹20,https://v.cdnlz20.com/20241121/21005_5372234e/index.m3u8
流星花园壹21,https://v.cdnlz20.com/20241121/21006_984e4d9d/index.m3u8
流星花园壹22,https://v.cdnlz20.com/20241121/21007_0c6f3604/index.m3u8
流星花园壹23,https://v.cdnlz20.com/20241121/21009_1ef47a5a/index.m3u8
流星花园壹24,https://v.cdnlz20.com/20241121/21008_82c743e0/index.m3u8
流星花园壹25,https://v.cdnlz20.com/20241121/21010_13161b67/index.m3u8
流星花园壹26,https://v.cdnlz20.com/20241121/21011_5a68d5ac/index.m3u8
流星花园壹27,https://v.cdnlz20.com/20241121/21012_d36a1fb8/index.m3u8
流星花园壹28,https://v.cdnlz20.com/20241121/21013_0a152d5b/index.m3u8
流星花园壹29,https://v.cdnlz20.com/20241121/21014_0a149cb5/index.m3u8
还珠格格,#genre#
还珠格格壹01,https://yzzy.play-cdn8.com/20220710/3671_314a6b1b/index.m3u8
还珠格格壹02,https://yzzy.play-cdn8.com/20220710/3670_cdafc23f/index.m3u8
还珠格格壹03,https://yzzy.play-cdn8.com/20220710/3669_9b81e5f9/index.m3u8
还珠格格壹04,https://yzzy.play-cdn8.com/20220710/3668_647699dd/index.m3u8
还珠格格壹06,https://yzzy.play-cdn8.com/20220710/3666_2ec6c259/index.m3u8
还珠格格壹07,https://yzzy.play-cdn8.com/20220710/3665_4686697e/index.m3u8
还珠格格壹08,https://yzzy.play-cdn8.com/20220710/3664_39ded22f/index.m3u8
还珠格格壹09,https://yzzy.play-cdn8.com/20220710/3663_5aab8a68/index.m3u8
还珠格格壹10,https://yzzy.play-cdn8.com/20220710/3662_9e2a0626/index.m3u8
还珠格格壹11,https://yzzy.play-cdn8.com/20220710/3661_c0bd7c31/index.m3u8
还珠格格壹12,https://yzzy.play-cdn8.com/20220710/3660_b24fe487/index.m3u8
还珠格格壹13,https://yzzy.play-cdn8.com/20220710/3658_0d62f792/index.m3u8
还珠格格壹14,https://yzzy.play-cdn8.com/20220710/3659_995cbe48/index.m3u8
还珠格格壹15,https://yzzy.play-cdn8.com/20220710/3657_01ac0b82/index.m3u8
还珠格格壹16,https://yzzy.play-cdn8.com/20220710/3656_3e289c3f/index.m3u8
还珠格格壹17,https://yzzy.play-cdn8.com/20220710/3655_36717156/index.m3u8
还珠格格壹18,https://yzzy.play-cdn8.com/20220710/3654_ae8d01fd/index.m3u8
还珠格格壹19,https://yzzy.play-cdn8.com/20220710/3653_a1696875/index.m3u8
还珠格格壹20,https://yzzy.play-cdn8.com/20220710/3652_31352e33/index.m3u8
还珠格格壹21,https://yzzy.play-cdn8.com/20220710/3651_8c51ad8b/index.m3u8
还珠格格壹22,https://yzzy.play-cdn8.com/20220710/3650_bde9774f/index.m3u8
还珠格格壹23,https://yzzy.play-cdn8.com/20220710/3649_95656d66/index.m3u8
还珠格格壹24,https://yzzy.play-cdn8.com/20220710/3648_29d10de2/index.m3u8
还珠格格贰01,https://yzzy.play-cdn8.com/20220710/3647_728f0513/index.m3u8
还珠格格贰02,https://yzzy.play-cdn8.com/20220710/3646_f9026ae9/index.m3u8
还珠格格贰03,https://yzzy.play-cdn8.com/20220710/3645_3082ea33/index.m3u8
还珠格格贰04,https://yzzy.play-cdn8.com/20220710/3644_94d6c4fe/index.m3u8
还珠格格贰05,https://yzzy.play-cdn8.com/20220710/3643_e20c7792/index.m3u8
还珠格格贰06,https://yzzy.play-cdn8.com/20220710/3642_e49efa22/index.m3u8
还珠格格贰07,https://yzzy.play-cdn8.com/20220710/3641_716dc13d/index.m3u8
还珠格格贰08,https://yzzy.play-cdn8.com/20220710/3640_60ba2907/index.m3u8
还珠格格贰09,https://yzzy.play-cdn8.com/20220710/3639_daf4c557/index.m3u8
还珠格格贰10,https://yzzy.play-cdn8.com/20220710/3638_1ed5dcb0/index.m3u8
还珠格格贰11,https://yzzy.play-cdn8.com/20220710/3637_93403bfa/index.m3u8
还珠格格贰12,https://yzzy.play-cdn8.com/20220710/3636_54a9a534/index.m3u8
还珠格格贰13,https://yzzy.play-cdn8.com/20220710/3635_4acd2dea/index.m3u8
还珠格格贰14,https://yzzy.play-cdn8.com/20220710/3634_e43af6d7/index.m3u8
还珠格格贰15,https://yzzy.play-cdn8.com/20220710/3633_71994fad/index.m3u8
还珠格格贰16,https://yzzy.play-cdn8.com/20220710/3632_84031189/index.m3u8
还珠格格贰17,https://yzzy.play-cdn8.com/20220710/3631_c816b17f/index.m3u8
还珠格格贰18,https://yzzy.play-cdn8.com/20220710/3630_6b92c7a3/index.m3u8
还珠格格贰19,https://yzzy.play-cdn8.com/20220710/3629_48dbbb98/index.m3u8
还珠格格贰20,https://yzzy.play-cdn8.com/20220710/3628_27cb15c1/index.m3u8
还珠格格贰21,https://yzzy.play-cdn8.com/20220710/3627_b8a16aa2/index.m3u8
还珠格格贰22,https://yzzy.play-cdn8.com/20220710/3626_8aa76a4b/index.m3u8
还珠格格贰23,https://yzzy.play-cdn8.com/20220710/3625_72e87fb5/index.m3u8
还珠格格贰24,https://yzzy.play-cdn8.com/20220710/3624_fcd64e64/index.m3u8
还珠格格贰25,https://yzzy.play-cdn8.com/20220710/3623_8994bbdd/index.m3u8
还珠格格贰26,https://yzzy.play-cdn8.com/20220710/3622_a6b7d9c5/index.m3u8
还珠格格贰27,https://yzzy.play-cdn8.com/20220710/3621_bcfcd04d/index.m3u8
还珠格格贰28,https://yzzy.play-cdn8.com/20220710/3620_1405602e/index.m3u8
还珠格格贰29,https://yzzy.play-cdn8.com/20220710/3619_9324ad44/index.m3u8
还珠格格贰30,https://yzzy.play-cdn8.com/20220710/3618_1e0a5764/index.m3u8
还珠格格贰31,https://yzzy.play-cdn8.com/20220710/3617_a3bbd11d/index.m3u8
还珠格格贰32,https://yzzy.play-cdn8.com/20220710/3616_3e29f404/index.m3u8
还珠格格贰33,https://yzzy.play-cdn8.com/20220710/3615_d1fc25bd/index.m3u8
还珠格格贰34,https://yzzy.play-cdn8.com/20220710/3614_99aad988/index.m3u8
还珠格格贰35,https://yzzy.play-cdn8.com/20220710/3613_c31290d6/index.m3u8
还珠格格贰36,https://yzzy.play-cdn8.com/20220710/3612_344984ac/index.m3u8
还珠格格贰37,https://yzzy.play-cdn8.com/20220710/3611_b88bd756/index.m3u8
还珠格格贰38,https://yzzy.play-cdn8.com/20220710/3610_0a641b2a/index.m3u8
还珠格格贰39,https://yzzy.play-cdn8.com/20220710/3609_f1124dea/index.m3u8
还珠格格贰40,https://yzzy.play-cdn8.com/20220710/3608_46d33910/index.m3u8
还珠格格贰41,https://yzzy.play-cdn8.com/20220710/3607_8cb2010e/index.m3u8
还珠格格贰42,https://yzzy.play-cdn8.com/20220710/3606_093d5ad2/index.m3u8
还珠格格贰43,https://yzzy.play-cdn8.com/20220710/3605_42b84d10/index.m3u8
还珠格格贰44,https://yzzy.play-cdn8.com/20220710/3604_6f6ad50c/index.m3u8
还珠格格贰45,https://yzzy.play-cdn8.com/20220710/3603_4707992d/index.m3u8
还珠格格贰46,https://yzzy.play-cdn8.com/20220710/3602_bd1ccb00/index.m3u8
还珠格格贰47,https://yzzy.play-cdn8.com/20220710/3601_071cd762/index.m3u8
还珠格格贰48,https://yzzy.play-cdn8.com/20220710/3600_ea939ce8/index.m3u8
大地恩情,#genre#
家在珠江粤01,https://vip.ffzy-play.com/20221209/31605_0706f9df/index.m3u8
家在珠江粤02,https://vip.ffzy-play.com/20221209/31606_96fabe4f/index.m3u8
家在珠江粤03,https://vip.ffzy-play.com/20221209/31607_cbe413e6/index.m3u8
家在珠江粤04,https://vip.ffzy-play.com/20221209/31608_32c89ec4/index.m3u8
家在珠江粤05,https://vip.ffzy-play.com/20221209/31609_387a6eea/index.m3u8
家在珠江粤06,https://vip.ffzy-play.com/20221209/31610_b4501fc6/index.m3u8
家在珠江粤07,https://vip.ffzy-play.com/20221209/31611_f1a7dcd8/index.m3u8
家在珠江粤08,https://vip.ffzy-play.com/20221209/31612_29140186/index.m3u8
家在珠江粤09,https://vip.ffzy-play.com/20221209/31613_7f0aa3dd/index.m3u8
家在珠江粤10,https://vip.ffzy-play.com/20221209/31614_5bc895aa/index.m3u8
家在珠江粤11,https://vip.ffzy-play.com/20221209/31615_da4f9199/index.m3u8
家在珠江粤12,https://vip.ffzy-play.com/20221209/31616_95970eb3/index.m3u8
家在珠江粤13,https://vip.ffzy-play.com/20221209/31617_ba21dfb7/index.m3u8
家在珠江粤14,https://vip.ffzy-play.com/20221209/31618_13e20d6f/index.m3u8
家在珠江粤15,https://vip.ffzy-play.com/20221209/31619_ae941c27/index.m3u8
家在珠江粤16,https://vip.ffzy-play.com/20221209/31620_9f9b0368/index.m3u8
家在珠江粤17,https://vip.ffzy-play.com/20221209/31621_6af667b7/index.m3u8
家在珠江粤18,https://vip.ffzy-play.com/20221209/31622_439627e3/index.m3u8
家在珠江粤19,https://vip.ffzy-play.com/20221209/31623_9a2973d8/index.m3u8
家在珠江粤20,https://vip.ffzy-play.com/20221209/31624_a05fa525/index.m3u8
家在珠江粤21,https://vip.ffzy-play.com/20221209/31625_f39f2f1f/index.m3u8
家在珠江粤22,https://vip.ffzy-play.com/20221209/31626_9ec65d5c/index.m3u8
家在珠江粤23,https://vip.ffzy-play.com/20221209/31627_2c501641/index.m3u8
家在珠江粤24,https://vip.ffzy-play.com/20221209/31628_e12df1d5/index.m3u8
家在珠江粤25,https://vip.ffzy-play.com/20221209/31629_7f35a86f/index.m3u8
家在珠江粤26,https://vip.ffzy-play.com/20221209/31630_5c116e83/index.m3u8
家在珠江粤27,https://vip.ffzy-play.com/20221209/31631_25ccf1d1/index.m3u8
家在珠江粤28,https://vip.ffzy-play.com/20221209/31632_96caf1db/index.m3u8
家在珠江粤29,https://vip.ffzy-play.com/20221209/31633_b19c007f/index.m3u8
家在珠江粤30,https://vip.ffzy-play.com/20221209/31634_508a80bc/index.m3u8
家在珠江粤31,https://vip.ffzy-play.com/20221209/31635_d6b073f7/index.m3u8
家在珠江粤32,https://vip.ffzy-play.com/20221209/31636_f00ae8e2/index.m3u8
家在珠江粤33,https://vip.ffzy-play.com/20221209/31637_257712a1/index.m3u8
家在珠江粤34,https://vip.ffzy-play.com/20221209/31638_6d206989/index.m3u8
家在珠江粤35,https://vip.ffzy-play.com/20221209/31639_f6d5a27f/index.m3u8
家在珠江粤36,https://vip.ffzy-play.com/20221209/31640_121302e2/index.m3u8
金山梦粤语37,https://vip.ffzy-play.com/20221209/31641_efea54e5/index.m3u8
金山梦粤语38,https://vip.ffzy-play.com/20221209/31642_5e7e0b3f/index.m3u8
金山梦粤语39,https://vip.ffzy-play.com/20221209/31643_4a33b3ee/index.m3u8
金山梦粤语40,https://vip.ffzy-play.com/20221209/31644_e8c1305b/index.m3u8
金山梦粤语41,https://vip.ffzy-play.com/20221209/31645_9a7b693f/index.m3u8
金山梦粤语42,https://vip.ffzy-play.com/20221209/31646_f3238a5f/index.m3u8
金山梦粤语43,https://vip.ffzy-play.com/20221209/31647_2aec2b90/index.m3u8
金山梦粤语44,https://vip.ffzy-play.com/20221209/31648_db33ff93/index.m3u8
金山梦粤语45,https://vip.ffzy-play.com/20221209/31649_949a768f/index.m3u8
金山梦粤语46,https://vip.ffzy-play.com/20221209/31650_af1eb6fb/index.m3u8
金山梦粤语47,https://vip.ffzy-play.com/20221209/31651_0669f9fe/index.m3u8
金山梦粤语48,https://vip.ffzy-play.com/20221209/31652_97ef15f8/index.m3u8
古都惊雷粤49,https://vip.ffzy-play.com/20221209/31653_65bfbfe7/index.m3u8
古都惊雷粤50,https://vip.ffzy-play.com/20221209/31654_6c580244/index.m3u8
古都惊雷粤51,https://vip.ffzy-play.com/20221209/31655_0bb4cfb9/index.m3u8
古都惊雷粤52,https://vip.ffzy-play.com/20221209/31656_f15caa24/index.m3u8
古都惊雷粤53,https://vip.ffzy-play.com/20221209/31657_58ad5476/index.m3u8
古都惊雷粤54,https://vip.ffzy-play.com/20221209/31658_fddef7e8/index.m3u8
古都惊雷粤55,https://vip.ffzy-play.com/20221209/31659_5edcfc82/index.m3u8
古都惊雷粤56,https://vip.ffzy-play.com/20221209/31660_788f45a8/index.m3u8
古都惊雷粤57,https://vip.ffzy-play.com/20221209/31661_b40092dc/index.m3u8
古都惊雷粤58,https://vip.ffzy-play.com/20221209/31662_c8f11254/index.m3u8
古都惊雷粤59,https://vip.ffzy-play.com/20221209/31663_ea6d2c3b/index.m3u8
古都惊雷粤60,https://vip.ffzy-play.com/20221209/31664_120a5982/index.m3u8
古都惊雷粤61,https://vip.ffzy-play.com/20221209/31665_47ea1e06/index.m3u8
古都惊雷粤62,https://vip.ffzy-play.com/20221209/31666_8aaeb521/index.m3u8
古都惊雷粤63,https://vip.ffzy-play.com/20221209/31667_92c96698/index.m3u8
古都惊雷粤64,https://vip.ffzy-play.com/20221209/31668_1bb242bc/index.m3u8
古都惊雷粤65,https://vip.ffzy-play.com/20221209/31669_e1f6483c/index.m3u8
古都惊雷粤66,https://vip.ffzy-play.com/20221209/31670_dfe4afcf/index.m3u8
古都惊雷粤67,https://vip.ffzy-play.com/20221209/31671_a82852d4/index.m3u8
古都惊雷粤68,https://vip.ffzy-play.com/20221209/31672_a8aeb6ed/index.m3u8
古都惊雷粤69,https://vip.ffzy-play.com/20221209/31673_05d48252/index.m3u8
古都惊雷粤70,https://vip.ffzy-play.com/20221209/31674_19cdda48/index.m3u8
粤经典剧,#genre#
霍元甲粤语01,https://vip.lz-cdn8.com/20220726/19894_ad5e9bdc/1000k/hls/mixed.m3u8
霍元甲粤语02,https://vip.lz-cdn8.com/20220726/19895_7939dca8/1000k/hls/mixed.m3u8
霍元甲粤语03,https://vip.lz-cdn8.com/20220726/19896_37f7153f/1000k/hls/mixed.m3u8
霍元甲粤语04,https://vip.lz-cdn8.com/20220726/19897_bafd0363/1000k/hls/mixed.m3u8
霍元甲粤语05,https://vip.lz-cdn8.com/20220726/19898_611cd997/1000k/hls/mixed.m3u8
霍元甲粤语06,https://vip.lz-cdn8.com/20220726/19899_b830cdf9/1000k/hls/mixed.m3u8
霍元甲粤语07,https://vip.lz-cdn8.com/20220726/19900_c085ed2c/1000k/hls/mixed.m3u8
霍元甲粤语08,https://vip.lz-cdn8.com/20220726/19901_8854d685/1000k/hls/mixed.m3u8
霍元甲粤语09,https://vip.lz-cdn8.com/20220726/19902_efd26876/1000k/hls/mixed.m3u8
霍元甲粤语10,https://vip.lz-cdn8.com/20220726/19903_8efcbf07/1000k/hls/mixed.m3u8
霍元甲粤语11,https://vip.lz-cdn8.com/20220726/19904_04801f99/1000k/hls/mixed.m3u8
霍元甲粤语12,https://vip.lz-cdn8.com/20220726/19905_6123ed83/1000k/hls/mixed.m3u8
霍元甲粤语13,https://vip.lz-cdn8.com/20220726/19906_a45bd94c/1000k/hls/mixed.m3u8
霍元甲粤语14,https://vip.lz-cdn8.com/20220726/19907_6906362f/1000k/hls/mixed.m3u8
霍元甲粤语15,https://vip.lz-cdn8.com/20220726/19908_df138b7c/1000k/hls/mixed.m3u8
霍元甲粤语16,https://vip.lz-cdn8.com/20220726/19909_068fae42/1000k/hls/mixed.m3u8
霍元甲粤语17,https://vip.lz-cdn8.com/20220726/19910_9469bab5/1000k/hls/mixed.m3u8
霍元甲粤语18,https://vip.lz-cdn8.com/20220726/19911_e4efa3b0/1000k/hls/mixed.m3u8
霍元甲粤语19,https://vip.lz-cdn8.com/20220726/19912_dbcbcf81/1000k/hls/mixed.m3u8
霍元甲粤语20,https://vip.lz-cdn8.com/20220726/19913_61c2ea44/1000k/hls/mixed.m3u8
陈真粤语版01,https://vip.lz-cdn8.com/20220726/19854_769355c9/index.m3u8
陈真粤语版02,https://vip.lz-cdn8.com/20220726/19855_033f55d6/index.m3u8
陈真粤语版03,https://vip.lz-cdn8.com/20220726/19856_f9f96648/index.m3u8
陈真粤语版04,https://vip.lz-cdn8.com/20220726/19857_c801b35c/index.m3u8
陈真粤语版05,https://vip.lz-cdn8.com/20220726/19858_a6bd7389/index.m3u8
陈真粤语版06,https://vip.lz-cdn8.com/20220726/19859_58bfff6d/index.m3u8
陈真粤语版07,https://vip.lz-cdn8.com/20220726/19860_2fdc7e05/index.m3u8
陈真粤语版08,https://vip.lz-cdn8.com/20220726/19861_58725b29/index.m3u8
陈真粤语版09,https://vip.lz-cdn8.com/20220726/19862_667d8602/index.m3u8
陈真粤语版10,https://vip.lz-cdn8.com/20220726/19863_0624f5c5/index.m3u8
陈真粤语版11,https://vip.lz-cdn8.com/20220726/19864_44a19cb0/index.m3u8
陈真粤语版12,https://vip.lz-cdn8.com/20220726/19865_d3587490/index.m3u8
陈真粤语版13,https://vip.lz-cdn8.com/20220726/19866_10bfbaf1/index.m3u8
陈真粤语版14,https://vip.lz-cdn8.com/20220726/19867_0bd7a5e8/index.m3u8
陈真粤语版15,https://vip.lz-cdn8.com/20220726/19868_00454ac7/index.m3u8
陈真粤语版16,https://vip.lz-cdn8.com/20220726/19869_0a333db0/index.m3u8
陈真粤语版17,https://vip.lz-cdn8.com/20220726/19870_18e7fde2/index.m3u8
陈真粤语版18,https://vip.lz-cdn8.com/20220726/19871_3bc8089f/index.m3u8
陈真粤语版19,https://vip.lz-cdn8.com/20220726/19872_0dbf4e3e/index.m3u8
陈真粤语版20,https://vip.lz-cdn8.com/20220726/19873_7f0917c1/index.m3u8
霍东阁粤语01,https://vip.lz-cdn8.com/20220726/19944_c9253c69/index.m3u8
霍东阁粤语02,https://vip.lz-cdn8.com/20220726/19945_f069d115/index.m3u8
霍东阁粤语03,https://vip.lz-cdn8.com/20220726/19946_f2f479fd/index.m3u8
霍东阁粤语04,https://vip.lz-cdn8.com/20220726/19947_22c818d2/index.m3u8
霍东阁粤语05,https://vip.lz-cdn8.com/20220726/19948_63b416eb/index.m3u8
霍东阁粤语06,https://vip.lz-cdn8.com/20220726/19949_9556b2ef/index.m3u8
霍东阁粤语07,https://vip.lz-cdn8.com/20220726/19950_9bd371cd/index.m3u8
霍东阁粤语08,https://vip.lz-cdn8.com/20220726/19951_051a8397/index.m3u8
霍东阁粤语09,https://vip.lz-cdn8.com/20220726/19952_c1b7d232/index.m3u8
霍东阁粤语10,https://vip.lz-cdn8.com/20220726/19953_c40ead35/index.m3u8
霍东阁粤语11,https://vip.lz-cdn8.com/20220726/19954_c69c9b1c/index.m3u8
霍东阁粤语12,https://vip.lz-cdn8.com/20220726/19955_d619ab6d/index.m3u8
霍东阁粤语13,https://vip.lz-cdn8.com/20220726/19956_7ae37ea2/index.m3u8
霍东阁粤语14,https://vip.lz-cdn8.com/20220726/19957_f81af19f/index.m3u8
霍东阁粤语15,https://vip.lz-cdn8.com/20220726/19958_ade9758d/index.m3u8
霍东阁粤语16,https://vip.lz-cdn8.com/20220726/19959_efaecfd4/index.m3u8
霍东阁粤语17,https://vip.lz-cdn8.com/20220726/19960_92a61097/index.m3u8
霍东阁粤语18,https://vip.lz-cdn8.com/20220726/19961_0f9701fa/index.m3u8
霍东阁粤语19,https://vip.lz-cdn8.com/20220726/19962_24dc7f09/index.m3u8
霍东阁粤语20,https://vip.lz-cdn8.com/20220726/19963_edff6c38/index.m3u8
霍东阁粤语21,https://vip.lz-cdn8.com/20220726/19964_aa5d83ba/index.m3u8
霍东阁粤语22,https://vip.lz-cdn8.com/20220726/19965_a3dc596a/index.m3u8
